province_std_source,city_std_source,district_std_source,province_std_final,city_std_final,district_std_final,city_std_confidence,city_std_reason,record_count,example_job_id,example_detail_url
,泰州,,江苏,泰州,,high,exact-city-alias,5,job_039447,https://jobs.51job.com/all/171377546.html?s=sou_sou_soulb&t=0_0&req=a2d2a625d076a82101d5e2de3d5826df
青海,海北,,青海,海北,,high,51job-area-alias,5,job_023884,https://jobs.51job.com/haibei/169273885.html?s=sou_sou_soulb&t=0_0&req=8018d21180524c087c634063e40992d8
安徽,淮南,潘集区,安徽,淮南,潘集区,high,exact-city-alias,5,job_047303,https://jobs.51job.com/huainan-pjq/166493457.html?s=sou_sou_soulb&t=0_0&req=99eed9ed85ea5066b3e380394eb9535e
河南,濮阳,台前县,河南,濮阳,台前县,high,exact-city-alias,5,job_741849,https://jobs.51job.com/puyang-tqx/167872823.html?s=sou_sou_soulb&t=0_0&req=968671a89acfaff6cd2bc9f446bc82a0
河南,焦作,武陟县,河南,焦作,武陟县,high,exact-city-alias,5,job_048714,https://jobs.51job.com/jiaozuo-wzx/169778627.html?s=sou_sou_soulb&t=0_0&req=299dda7abff19406d692655deb0ed5fa
广西,玉林,容县,广西,玉林,容县,high,exact-city-alias,5,job_301142,https://jobs.51job.com/yulin-rx/171461476.html?s=sou_sou_soulb&t=0_0&req=4ca0db5e29ea60b41864bef5b794ae3a
甘肃,甘南,临潭县,甘肃,甘南,临潭县,high,51job-area-alias,5,job_088804,https://jobs.51job.com/gannan-ltx/171609777.html?s=sou_sou_soulb&t=0_0&req=85c52c504cf4c8be4fa9f94a7a40e1a2
广西,百色,靖西市,广西,百色,靖西市,high,exact-city-alias,5,job_058285,https://jobs.51job.com/baise-jxs/166540184.html?s=sou_sou_soulb&t=0_0&req=c6576a81315b17f48da1db6cf61fd3b8
河北,石家庄,晋州市,河北,石家庄,晋州市,high,exact-city-alias,5,job_612070,https://jobs.51job.com/shijiazhuang-jzs/171141637.html?s=sou_sou_soulb&t=0_0&req=6c7e35187cdbe9675e8a9448fea7be06
福建,福州,闽清县,福建,福州,闽清县,high,exact-city-alias,5,job_421930,https://jobs.51job.com/fuzhou-mqx/171436570.html?s=sou_sou_soulb&t=0_0&req=53e4df9e96bcf7edf5a8db581c2458a6
,肇庆,,广东,肇庆,,high,exact-city-alias,5,job_030584,https://jobs.51job.com/all/165363188.html?s=sou_sou_soulb&t=0_0&req=791218787e48600d015fb61ed4a77ad7
新疆,胡杨河,,新疆,胡杨河,,low,fallback-city-source,5,job_188062,https://jobs.51job.com/huyanghe/161840038.html?s=sou_sou_soulb&t=0_0&req=66a23b933b58308a382614194cec06f4
,茂名,,广东,茂名,,high,exact-city-alias,5,job_019966,https://jobs.51job.com/all/168788947.html?s=sou_sou_soulb&t=0_0&req=9ce0b42740ebc2e9b7fe452ef7875ee2
辽宁,葫芦岛,龙港区,辽宁,葫芦岛,龙港区,high,exact-city-alias,5,job_300197,https://jobs.51job.com/huludao-lgq/171372752.html?s=sou_sou_soulb&t=0_0&req=d50f4593519815209e6e53ec57fb2401
河北,衡水,饶阳县,河北,衡水,饶阳县,high,exact-city-alias,5,job_132009,https://jobs.51job.com/hengshui-ryx/166019672.html?s=sou_sou_soulb&t=0_0&req=53f10490c068fc917875ac7f09713878
,衢州,,浙江,衢州,,high,exact-city-alias,5,job_042048,https://jobs.51job.com/all/165567101.html?s=sou_sou_soulb&t=0_0&req=c4134c0f02539a16c739c0f0d9635d37
,西藏,,,西藏,,low,fallback-city-source,5,job_054444,https://jobs.51job.com/all/162967335.html?s=sou_sou_soulb&t=0_0&req=19c3176420827dca38842e46b11bad29
四川,资阳,安岳县,四川,资阳,安岳县,high,exact-city-alias,5,job_102164,https://jobs.51job.com/ziyang-ayx/171567712.html?s=sou_sou_soulb&t=0_0&req=677a06fab2b4606bd8100fd5a8a640b5
内蒙古,赤峰,翁牛特旗,内蒙古,赤峰,翁牛特旗,high,exact-city-alias,5,job_214739,https://jobs.51job.com/chifeng-wntq/170664599.html?s=sou_sou_soulb&t=0_0&req=69d21eaf47622055d96b4366c98ec2aa
内蒙古,通辽,科尔沁左翼后旗,内蒙古,通辽,科尔沁左翼后旗,high,exact-city-alias,5,job_104667,https://jobs.51job.com/tongliao-keqzyhq/170533123.html?s=sou_sou_soulb&t=0_0&req=3a7c5c3bdae14a15e256e5ce9282be5b
内蒙古,通辽,霍林郭勒市,内蒙古,通辽,霍林郭勒市,high,exact-city-alias,5,job_188034,https://jobs.51job.com/tongliao-hlgls/170558027.html?s=sou_sou_soulb&t=0_0&req=923d4120d9ef496b268ac30445197365
贵州,遵义,桐梓县,贵州,遵义,桐梓县,high,exact-city-alias,5,job_061181,https://jobs.51job.com/zunyi-tzx/170088595.html?s=sou_sou_soulb&t=0_0&req=fd3d72ddb08d3e857cec9014a3f67a1b
河北,邢台,南宫市,河北,邢台,南宫市,high,exact-city-alias,5,job_249086,https://jobs.51job.com/xingtai-ngs/171573609.html?s=sou_sou_soulb&t=0_0&req=ffff9c5678d075d25774be52aa93e39b
河北,邢台,宁晋县,河北,邢台,宁晋县,high,exact-city-alias,5,job_521228,https://jobs.51job.com/xingtai-njx/168016477.html?s=sou_sou_soulb&t=0_0&req=4b6fc1d11a56bda87d86ae7ad7b8add2
湖南,邵阳,大祥区,湖南,邵阳,大祥区,high,exact-city-alias,5,job_267719,https://jobs.51job.com/shaoyang-dxq/169007923.html?s=sou_sou_soulb&t=0_0&req=308b03d33da82e1a2d366d438fdb0ff1
湖南,郴州,嘉禾县,湖南,郴州,嘉禾县,high,exact-city-alias,5,job_281619,https://jobs.51job.com/chenzhou-jhx/170966736.html?s=sou_sou_soulb&t=0_0&req=edea6ad91a16e6f71b7bf4fe8e3773aa
湖南,郴州,宜章县,湖南,郴州,宜章县,high,exact-city-alias,5,job_326161,http://companyads.51job.com/companyads/2023/hb/cy/detail.html?jobid=170342007
内蒙古,鄂尔多斯,鄂托克前旗,内蒙古,鄂尔多斯,鄂托克前旗,high,exact-city-alias,5,job_054323,https://jobs.51job.com/eerduosi-tkqq/171221132.html?s=sou_sou_soulb&t=0_0&req=0a71947ec710ffafe2a3ef602322d528
内蒙古,鄂尔多斯,达拉特旗,内蒙古,鄂尔多斯,达拉特旗,high,exact-city-alias,5,job_150713,https://jobs.51job.com/eerduosi-dltq/171372561.html?s=sou_sou_soulb&t=0_0&req=b42cb9fabac0a51eb877fa6cb8978eca
辽宁,阜新,细河区,辽宁,阜新,细河区,high,exact-city-alias,5,job_392542,https://jobs.51job.com/fuxin-xhq/171642413.html?s=sou_sou_soulb&t=0_0&req=3ec35b780dd64f21eefc6ab40861eac9
,阳江,,广东,阳江,,high,exact-city-alias,5,job_070824,https://jobs.51job.com/all/165814253.html?s=sou_sou_soulb&t=0_0&req=15de64294b3d7917eeec686462da4440
山西,阳泉,平定县,山西,阳泉,平定县,high,exact-city-alias,5,job_217091,https://jobs.51job.com/yangquan-pdx/168022814.html?s=sou_sou_soulb&t=0_0&req=b0f2b8e425ba61319e496ed38464f11a
甘肃,陇南,礼县,甘肃,陇南,礼县,high,exact-city-alias,5,job_412756,https://jobs.51job.com/longnan-lx/154578443.html?s=sou_sou_soulb&t=0_0&req=1d5e723097ab557f3e977e462da5992a
四川,雅安,名山区,四川,雅安,名山区,high,exact-city-alias,5,job_043419,https://jobs.51job.com/yaan-msq/171596693.html?s=sou_sou_soulb&t=0_0&req=fb47cee8d4497216e52dc323a6e3f029
,韶关,,广东,韶关,,high,exact-city-alias,5,job_030428,https://jobs.51job.com/all/165363189.html?s=sou_sou_soulb&t=0_0&req=adbf9ded08de9d878c15938b2f454f92
河南,鹤壁,鹤山区,河南,鹤壁,鹤山区,high,exact-city-alias,5,job_764008,https://jobs.51job.com/hebi-hsq/171675402.html?s=sou_sou_soulb&t=0_0&req=27de38414bcf48345dc34746754f47a2
贵州,黔南,独山县,贵州,黔南,独山县,high,51job-area-alias,5,job_168428,https://jobs.51job.com/qiannan-dsx/169995194.html?s=sou_sou_soulb&t=0_0&req=4004a8a177afb600d3e261c627713f3a
黑龙江,齐齐哈尔,讷河市,黑龙江,齐齐哈尔,讷河市,high,exact-city-alias,5,job_217145,https://jobs.51job.com/qiqihaer-nhs/170802146.html?s=sou_sou_soulb&t=0_0&req=06db84fb6ceca764af612f97df667542
福建,龙岩,漳平市,福建,龙岩,漳平市,high,exact-city-alias,5,job_326120,http://companyads.51job.com/companyads/2023/hb/cy/detail.html?jobid=169984838
福建,三明,将乐县,福建,三明,将乐县,high,exact-city-alias,4,job_088527,https://jobs.51job.com/sanming-jlx/166026247.html?s=sou_sou_soulb&t=0_0&req=68eed4b262d2e554f7fd2f1c37ebc8c0
河南,三门峡,湖滨区,河南,三门峡,湖滨区,high,exact-city-alias,4,job_060861,https://jobs.51job.com/sanmenxia-hbq/171316028.html?s=sou_sou_soulb&t=0_0&req=edbd73874a791ba3e02ae19975242611
,上海-普陀区,,上海,上海,普陀区,high,city-hyphen-district,4,job_502592,https://jobs.51job.com/all/171346102.html?s=sou_sou_soulb&t=0_0&req=53fc20f9ad8f627096f97792bc93ac2a
江西,上饶,横峰县,江西,上饶,横峰县,high,exact-city-alias,4,job_091762,https://jobs.51job.com/shangrao-hfx/168869128.html?s=sou_sou_soulb&t=0_0&req=66938e18bf47fd7493a7688732887566
江西,上饶,弋阳县,江西,上饶,弋阳县,high,exact-city-alias,4,job_119142,https://jobs.51job.com/shangrao-yyx/171594997.html?s=sou_sou_soulb&t=0_0&req=8b9e6813dcd373adf2fcd518293a2699
山东,东营,利津县,山东,东营,利津县,high,exact-city-alias,4,job_102708,https://jobs.51job.com/dongying-ljx/171113725.html?s=sou_sou_soulb&t=0_0&req=c0e26184fd078eecc83f77c9459b19e4
甘肃,临夏,临夏市,甘肃,临夏,临夏市,high,51job-area-alias,4,job_266996,https://jobs.51job.com/linxia-lxs/171100426.html?s=sou_sou_soulb&t=0_0&req=226ccef0e336fcc594b8437f1671a4c7
山西,临汾,浮山县,山西,临汾,浮山县,high,exact-city-alias,4,job_217076,https://jobs.51job.com/linfen-fsx/167955543.html?s=sou_sou_soulb&t=0_0&req=939d0bac8caa35cc018beac2b13a76ba
云南,临沧,永德县,云南,临沧,永德县,high,exact-city-alias,4,job_112857,https://jobs.51job.com/lincang-ydx/171118366.html?s=sou_sou_soulb&t=0_0&req=629a54877a0dfc321b761912ce4d6769
,丽水,,浙江,丽水,,high,exact-city-alias,4,job_469718,https://jobs.51job.com/all/167150436.html?s=sou_sou_soulb&t=0_0&req=ea2eb3245fdbe80b28b95fc8831041b9
浙江,丽水,松阳县,浙江,丽水,松阳县,high,exact-city-alias,4,job_241718,https://jobs.51job.com/lishui-syx/170765773.html?s=sou_sou_soulb&t=0_0&req=88dfbdfa4dcc1c2e80fc529f7119d3f6
四川,乐山,沐川县,四川,乐山,沐川县,high,exact-city-alias,4,job_094206,https://jobs.51job.com/leshan-mcx/169937821.html?s=sou_sou_soulb&t=0_0&req=815c241d1beb1f0c445b315a019c48da
新疆,伊犁,霍城县,新疆,伊犁,霍城县,high,51job-area-alias,4,job_240123,https://jobs.51job.com/yili-hcx/171110316.html?s=sou_sou_soulb&t=0_0&req=8ee407b43c5c75315fb3166017ad9bbc
海南,保亭,,海南,保亭,,high,51job-area-alias,4,job_102576,https://jobs.51job.com/baoting/170735485.html?s=sou_sou_soulb&t=0_0&req=9b8eaf2a2efbd79b1a1f1f52f2b0e99d
河北,保定,定兴县,河北,保定,定兴县,high,exact-city-alias,4,job_011824,https://jobs.51job.com/baoding-dxx/171204727.html?s=sou_sou_soulb&t=0_0&req=06de30a1bcf37c7a44bb5142f77f0444
河北,保定,安国市,河北,保定,安国市,high,exact-city-alias,4,job_022892,https://jobs.51job.com/baoding-ags/171103022.html?s=sou_sou_soulb&t=0_0&req=5a954a9a4370685a320edde176a427b9
河北,保定,望都县,河北,保定,望都县,high,exact-city-alias,4,job_269264,https://jobs.51job.com/baoding-wdx/170266082.html?s=sou_sou_soulb&t=0_0&req=ab559c79cfaa01813aefc81ab56f43cf
云南,保山,昌宁县,云南,保山,昌宁县,high,exact-city-alias,4,job_075155,https://jobs.51job.com/baoshan-cnx/170622570.html?s=sou_sou_soulb&t=0_0&req=e81cb2d68c1749aace19b531859a40da
河南,信阳,光山县,河南,信阳,光山县,high,exact-city-alias,4,job_058646,https://jobs.51job.com/xinyang-gsx/167048530.html?s=sou_sou_soulb&t=0_0&req=fc1480270ba065552ab91ef198e0413c
新疆,克孜勒苏柯尔克孜,阿图什市,新疆,克孜勒苏柯尔克孜,阿图什市,high,51job-area-alias,4,job_132118,https://jobs.51job.com/kezilesukeerkezi-tss/170539453.html?s=sou_sou_soulb&t=0_0&req=410c927ecc3d62b8324b8315db8bb948
甘肃,兰州,永登县,甘肃,兰州,永登县,high,exact-city-alias,4,job_133873,https://jobs.51job.com/lanzhou-ydx/170530104.html?s=sou_sou_soulb&t=0_0&req=943e8b19277a50e3a041812650adf8d8
四川,凉山,德昌县,四川,凉山,德昌县,high,51job-area-alias,4,job_375877,https://jobs.51job.com/liangshan-dcx/165285700.html?s=sou_sou_soulb&t=0_0&req=36360aa123d9dd929b7c2e0d6a578dc6
湖北,十堰,竹山县,湖北,十堰,竹山县,high,exact-city-alias,4,job_212751,https://jobs.51job.com/shiyan-zsx/170963348.html?s=sou_sou_soulb&t=0_0&req=c3efede30a1eb25e698af143db81da06
四川,南充,营山县,四川,南充,营山县,high,exact-city-alias,4,job_163630,https://jobs.51job.com/nanchong-ysx/167807790.html?s=sou_sou_soulb&t=0_0&req=7901eaafa6cae7da095eda63d70d2a90
福建,南平,建阳区,福建,南平,建阳区,high,exact-city-alias,4,job_058002,https://jobs.51job.com/nanping-jyq/170383344.html?s=sou_sou_soulb&t=0_0&req=e105da89f1bf85a48369bef12a1576da
河南,南阳,方城县,河南,南阳,方城县,high,exact-city-alias,4,job_267670,https://jobs.51job.com/nanyang-fcx/170654690.html?s=sou_sou_soulb&t=0_0&req=ae3c540767a3bade0dcd9e981a4f9f20
河南,南阳,内乡县,河南,南阳,内乡县,high,exact-city-alias,4,job_382074,https://jobs.51job.com/nanyang-nxx/168967369.html?s=sou_sou_soulb&t=0_0&req=957e398532e9ff6062c10513534d2e65
新疆,博尔塔拉,博乐市,新疆,博尔塔拉,博乐市,high,51job-area-alias,4,job_082325,https://jobs.51job.com/boertala-bls/171156983.html?s=sou_sou_soulb&t=0_0&req=8a1429c512769dd1eb869df67df7b0f5
黑龙江,双鸭山,岭东区,黑龙江,双鸭山,岭东区,high,exact-city-alias,4,job_052537,https://jobs.51job.com/shuangyashan-ldq/169454489.html?s=sou_sou_soulb&t=0_0&req=731d1d90e504b0a24196c5c757a1140e
新疆,吐鲁番,鄯善县,新疆,吐鲁番,鄯善县,high,exact-city-alias,4,job_059611,https://jobs.51job.com/tulufan-ssx/171112466.html?s=sou_sou_soulb&t=0_0&req=e3d2ea872cb4375f027cb886c95e6dfe
山西,吕梁,岚县,山西,吕梁,岚县,high,exact-city-alias,4,job_217107,https://jobs.51job.com/lvliang-lx/167956867.html?s=sou_sou_soulb&t=0_0&req=b0f2b8e425ba61319e496ed38464f11a
新疆,和田,墨玉县,新疆,和田,墨玉县,high,exact-city-alias,4,job_104687,https://jobs.51job.com/hetian-myx/171154899.html?s=sou_sou_soulb&t=0_0&req=65576005f327fc5e406237e9f0485058
陕西,咸阳,乾县,陕西,咸阳,乾县,high,exact-city-alias,4,job_217028,https://jobs.51job.com/xianyang-qx/168022544.html?s=sou_sou_soulb&t=0_0&req=f868c71475bc72174038f4a46e1a69f2
河北,唐山,开平区,河北,唐山,开平区,high,exact-city-alias,4,job_060821,https://jobs.51job.com/tangshan-kpq/171428178.html?s=sou_sou_soulb&t=0_0&req=9d71f12c96b5bc845412f33d1024313c
河北,唐山,丰南区,河北,唐山,丰南区,high,exact-city-alias,4,job_216482,https://jobs.51job.com/tangshan-fnq/170295215.html?s=sou_sou_soulb&t=0_0&req=6ad410b7964fe0743e5bc73a5637037e
新疆,喀什地区,喀什市,新疆,喀什,喀什市,high,exact-city-alias,4,job_267808,https://jobs.51job.com/kashidiqu-kss/170182035.html?s=sou_sou_soulb&t=0_0&req=c93addb1e9b6c6830315ccd3d8d3e0f0
黑龙江,大兴安岭,塔河县,黑龙江,大兴安岭,塔河县,high,exact-city-alias,4,job_359314,https://jobs.51job.com/daxinganling-thx/170118585.html?s=sou_sou_soulb&t=0_0&req=27b2f171591e61fb5316782a89014f7c
河南,安阳,滑县,河南,安阳,滑县,high,exact-city-alias,4,job_224505,https://jobs.51job.com/anyang-hx/168775693.html?s=sou_sou_soulb&t=0_0&req=3413ed609235a9b1e04dee69233b76c1
河南,安阳,殷都区,河南,安阳,殷都区,high,exact-city-alias,4,job_741315,https://jobs.51job.com/anyang-ydq/171277074.html?s=sou_sou_soulb&t=0_0&req=212c9a71f3c116e428c0c82c3324c631
甘肃,定西,陇西县,甘肃,定西,陇西县,high,exact-city-alias,4,job_217514,https://jobs.51job.com/dingxi-lxx/168163035.html?s=sou_sou_soulb&t=0_0&req=e01528f7bf2091c4ecf010ba7b09e157
甘肃,定西,渭源县,甘肃,定西,渭源县,high,exact-city-alias,4,job_401925,https://jobs.51job.com/dingxi-wyx/171254022.html?s=sou_sou_soulb&t=0_0&req=2c54e57af1dde3a82e904cc8be7e8632
,宜昌,,湖北,宜昌,,high,exact-city-alias,4,job_049096,https://jobs.51job.com/all/170435306.html?s=sou_sou_soulb&t=0_0&req=53cb5ed18c6408a6d6d986a2a5a2899a
江西,宜春,靖安县,江西,宜春,靖安县,high,exact-city-alias,4,job_184911,https://jobs.51job.com/yichun-jax/170275039.html?s=sou_sou_soulb&t=0_0&req=af0e9f9f485d5c3795745eb95bd4c843
江西,宜春,宜丰县,江西,宜春,宜丰县,high,exact-city-alias,4,job_390171,https://jobs.51job.com/yichun-yfx/170606580.html?s=sou_sou_soulb&t=0_0&req=cac49560a0db9eec2301880907407501
陕西,宝鸡,凤县,陕西,宝鸡,凤县,high,exact-city-alias,4,job_216984,https://jobs.51job.com/baoji-fx/167971343.html?s=sou_sou_soulb&t=0_0&req=b728d1770042a95a33949f6b0367737e
四川,巴中,巴州区,四川,巴中,巴州区,high,exact-city-alias,4,job_080130,https://jobs.51job.com/bazhong-bzq/164821264.html?s=sou_sou_soulb&t=0_0&req=128cbef7a7cb0128a44f3e53f4917085
四川,广元,昭化区,四川,广元,昭化区,high,exact-city-alias,4,job_133442,https://jobs.51job.com/guangyuan-zhq/170811559.html?s=sou_sou_soulb&t=0_0&req=88df3ac5a487f494b917f777f44e8ee2
四川,广元,苍溪县,四川,广元,苍溪县,high,exact-city-alias,4,job_356349,https://jobs.51job.com/guangyuan-cxx/171530173.html?s=sou_sou_soulb&t=0_0&req=279b340630359816aecc25eecc049146
河北,廊坊,大城县,河北,廊坊,大城县,high,exact-city-alias,4,job_390434,https://jobs.51job.com/langfang-dcx/171592762.html?s=sou_sou_soulb&t=0_0&req=4ba5897f2db5717451fb666dae4280a1
陕西,延安,子长市,陕西,延安,子长市,high,exact-city-alias,4,job_150058,https://jobs.51job.com/yanan-zcs/170853655.html?s=sou_sou_soulb&t=0_0&req=985bbce2f3eebd40a4fae4681522a9a1
河南,开封,祥符区,河南,开封,祥符区,high,exact-city-alias,4,job_249185,https://jobs.51job.com/kaifeng-xfq/171506091.html?s=sou_sou_soulb&t=0_0&req=9467a8b7e988d70d60558b4c77f6f24d
河北,张家口,万全区,河北,张家口,万全区,high,exact-city-alias,4,job_132012,https://jobs.51job.com/zhangjiakou-wqq/171224644.html?s=sou_sou_soulb&t=0_0&req=53f10490c068fc917875ac7f09713878
湖北,恩施,建始县,湖北,恩施,建始县,high,51job-area-alias,4,job_522295,https://jobs.51job.com/enshi-jsx/152481096.html?s=sou_sou_soulb&t=0_0&req=e1e692ee526116854c705addd6831034
河北,承德,双滦区,河北,承德,双滦区,high,exact-city-alias,4,job_058546,https://jobs.51job.com/chengde-slq/170379256.html?s=sou_sou_soulb&t=0_0&req=c657a5bc1dc8306324bb9ad92374dc67
河北,承德,承德县,河北,承德,承德县,high,exact-city-alias,4,job_313563,https://jobs.51job.com/chengde-cdx/171618647.html?s=sou_sou_soulb&t=0_0&req=7a0a86220191b6f66af556e4a557bc9e
江西,抚州,崇仁县,江西,抚州,崇仁县,high,exact-city-alias,4,job_386411,https://jobs.51job.com/fuzhou-crx/168262565.html?s=sou_sou_soulb&t=0_0&req=883eaa4da361bf9f0d44fbe60b597590
广东,揭阳,揭西县,广东,揭阳,揭西县,high,exact-city-alias,4,job_009404,https://jobs.51job.com/jieyang-jxx/167480314.html?s=sou_sou_soulb&t=0_0&req=0ebf27d5fab421580f033b0233530d8e
四川,攀枝花,盐边县,四川,攀枝花,盐边县,high,exact-city-alias,4,job_228825,https://jobs.51job.com/panzhihua-ybx/167004248.html?s=sou_sou_soulb&t=0_0&req=49118b9834763453cd8cacba103ddf2b
新疆,新星,,新疆,新星,,low,fallback-city-source,4,job_104688,https://jobs.51job.com/xinxing/171084214.html?s=sou_sou_soulb&t=0_0&req=65576005f327fc5e406237e9f0485058
云南,昭通,巧家县,云南,昭通,巧家县,high,exact-city-alias,4,job_321471,https://jobs.51job.com/zhaotong-qjx/170983963.html?s=sou_sou_soulb&t=0_0&req=a8c3d9a2cc96e119a43af25ff22dd1a5
山西,晋中,介休市,山西,晋中,介休市,high,exact-city-alias,4,job_747375,https://jobs.51job.com/jinzhong-jxs/167856696.html?s=sou_sou_soulb&t=0_0&req=c9b116d4190c7ef2a762f314986fb1dd
山西,晋城,陵川县,山西,晋城,陵川县,high,exact-city-alias,4,job_217116,https://jobs.51job.com/jincheng-lcx/167967850.html?s=sou_sou_soulb&t=0_0&req=b0f2b8e425ba61319e496ed38464f11a
山西,晋城,城区,山西,晋城,城区,high,exact-city-alias,4,job_351715,https://jobs.51job.com/jincheng-cq/170304750.html?s=sou_sou_soulb&t=0_0&req=7531e751ac5ed2218b92f9bf62faec8b
云南,曲靖,师宗县,云南,曲靖,师宗县,high,exact-city-alias,4,job_282049,https://jobs.51job.com/qujing-szx/169921912.html?s=sou_sou_soulb&t=0_0&req=f3e735b093650a49f20a47bbee1c7bc6
吉林,松原,宁江区,吉林,松原,宁江区,high,exact-city-alias,4,job_357417,https://jobs.51job.com/songyuan-njq/170658159.html?s=sou_sou_soulb&t=0_0&req=e08394dd834dc64d292a6f78d29b5ea9
山东,枣庄,台儿庄区,山东,枣庄,台儿庄区,high,exact-city-alias,4,job_091748,https://jobs.51job.com/zaozhuang-tezq/161415707.html?s=sou_sou_soulb&t=0_0&req=b0a7dc31eddcc13a9e8f1f7d522329ea
广西,柳州,融安县,广西,柳州,融安县,high,exact-city-alias,4,job_613981,https://jobs.51job.com/liuzhou-rax/171463351.html?s=sou_sou_soulb&t=0_0&req=5e4d3175cb8ec2b25574524c838d1eb4
广西,桂林,象山区,广西,桂林,象山区,high,exact-city-alias,4,job_046870,https://jobs.51job.com/guilin-xsq/171007293.html?s=sou_sou_soulb&t=0_0&req=4ebf8b4ab5d376bdb75dc6ba96e96207
广西,桂林,雁山区,广西,桂林,雁山区,high,exact-city-alias,4,job_046932,https://jobs.51job.com/guilin-ysq/171382902.html?s=sou_sou_soulb&t=0_0&req=b70a1a156d382c4fa3d3b57d6ca71860
广西,桂林,兴安县,广西,桂林,兴安县,high,exact-city-alias,4,job_612358,https://jobs.51job.com/guilin-xax/171490971.html?s=sou_sou_soulb&t=0_0&req=a09487f584586f1d2cacc62823de7ee9
,梅州,,广东,梅州,,high,exact-city-alias,4,job_070821,https://jobs.51job.com/all/165814255.html?s=sou_sou_soulb&t=0_0&req=f6cb62461278652a50fdbef89678cd79
广西,梧州,蒙山县,广西,梧州,蒙山县,high,exact-city-alias,4,job_925409,https://jobs.51job.com/wuzhou-msx/170580623.html?s=sou_sou_soulb&t=0_0&req=3ff85b2bf5d962ab02cd0c58c067001d
云南,楚雄,永仁县,云南,楚雄,永仁县,high,51job-area-alias,4,job_104599,https://jobs.51job.com/chuxiong-yrx/170374484.html?s=sou_sou_soulb&t=0_0&req=b764a4e7c48a6961195fcf9a76c1e686
陕西,榆林,定边县,陕西,榆林,定边县,high,exact-city-alias,4,job_216974,https://jobs.51job.com/yulin-dbx/167956074.html?s=sou_sou_soulb&t=0_0&req=b728d1770042a95a33949f6b0367737e
,武汉-硚口区,,湖北,武汉,硚口区,high,city-hyphen-district,4,job_050371,https://jobs.51job.com/all/170691872.html?s=sou_sou_soulb&t=0_0&req=1c9226555cb1b37c654746b0cc27fe67
广西,河池,宜州区,广西,河池,宜州区,high,exact-city-alias,4,job_047105,https://jobs.51job.com/hechi-yzq/169551665.html?s=sou_sou_soulb&t=0_0&req=d0e66c429e9a0d0beeddd16135f60166
四川,泸州,泸县,四川,泸州,泸县,high,exact-city-alias,4,job_091632,https://jobs.51job.com/luzhou-lx/171155176.html?s=sou_sou_soulb&t=0_0&req=047dac3b65121794ef2042c08b3ff13c
河南,洛阳,栾川县,河南,洛阳,栾川县,high,exact-city-alias,4,job_072818,https://jobs.51job.com/luoyang-lcx/171402065.html?s=sou_sou_soulb&t=0_0&req=9e894c184fc331d0254111949ea660fa
青海,海西,德令哈市,青海,海西,德令哈市,high,51job-area-alias,4,job_217692,https://jobs.51job.com/haixi-dlhs/171349923.html?s=sou_sou_soulb&t=0_0&req=ea3ffe9c41bc1904001679528b603e3a
青海,海西,茫崖市,青海,海西,茫崖市,high,51job-area-alias,4,job_242558,https://jobs.51job.com/haixi-mys/170561826.html?s=sou_sou_soulb&t=0_0&req=a93cf02e867a2ce9b3201c9bdc60811f
陕西,渭南,华州区,陕西,渭南,华州区,high,exact-city-alias,4,job_051930,https://jobs.51job.com/weinan-hzq/170970877.html?s=sou_sou_soulb&t=0_0&req=632dfdbfb0e63da65e66977a27830716
山东,滨州,沾化区,山东,滨州,沾化区,high,exact-city-alias,4,job_519603,https://jobs.51job.com/binzhou-zhq/167804722.html?s=sou_sou_soulb&t=0_0&req=f16b017b119190bb481f32e390dab42e
山东,滨州,惠民县,山东,滨州,惠民县,high,exact-city-alias,4,job_519622,https://jobs.51job.com/binzhou-hmx/167808456.html?s=sou_sou_soulb&t=0_0&req=f16b017b119190bb481f32e390dab42e
河南,濮阳,濮阳县,河南,濮阳,濮阳县,high,exact-city-alias,4,job_191663,https://jobs.51job.com/puyang-pyx/171200154.html?s=sou_sou_soulb&t=0_0&req=f5e104b34c541bd0145ef3ed1cabe345
河南,濮阳,南乐县,河南,濮阳,南乐县,high,exact-city-alias,4,job_266378,https://jobs.51job.com/puyang-nlx/170408992.html?s=sou_sou_soulb&t=0_0&req=db85162ebdc906e7374adc8db242e958
黑龙江,牡丹江,绥芬河市,黑龙江,牡丹江,绥芬河市,high,exact-city-alias,4,job_250056,https://jobs.51job.com/mudanjiang-sfhs/167630058.html?s=sou_sou_soulb&t=0_0&req=88e48693ff0834cc690ef8e0f0b7a5cc
四川,甘孜,雅江县,四川,甘孜,雅江县,high,51job-area-alias,4,job_222023,https://jobs.51job.com/ganzi-yjx/170404441.html?s=sou_sou_soulb&t=0_0&req=2cb6a65eed3751f618921aaa8e9aac69
吉林,白山,靖宇县,吉林,白山,靖宇县,high,exact-city-alias,4,job_347612,https://jobs.51job.com/baishan-jyx/171429901.html?s=sou_sou_soulb&t=0_0&req=cfb60e68686831c33b2d377a0d415f58
甘肃,白银,平川区,甘肃,白银,平川区,high,exact-city-alias,4,job_054107,https://jobs.51job.com/baiyin-pcq/170442909.html?s=sou_sou_soulb&t=0_0&req=f3ee2e5922f23ba1dc39509acf70362c
